Array ID	Array	Experiment ID	Experiment	Functional category ID	Functional category
337	E-MEXP-245-raw-data-396455413.txt	15	E-MEXP-245	10	antibiotic__toxic_agent
338	E-MEXP-267-raw-data-495080191.txt	18	E-MEXP-267	3	DNA
339	E-MEXP-267-raw-data-495080207.txt	18	E-MEXP-267	3	DNA
340	E-MEXP-267-raw-data-495080223.txt	18	E-MEXP-267	3	DNA
341	E-MEXP-267-raw-data-495080239.txt	18	E-MEXP-267	3	DNA
342	E-MEXP-267-raw-data-495080255.txt	18	E-MEXP-267	3	DNA
343	E-MEXP-267-raw-data-495080271.txt	18	E-MEXP-267	3	DNA
344	E-MEXP-267-raw-data-495080287.txt	18	E-MEXP-267	3	DNA
345	E-MEXP-267-raw-data-495080303.txt	18	E-MEXP-267	3	DNA
346	E-MEXP-267-raw-data-495080319.txt	18	E-MEXP-267	3	DNA
347	E-MEXP-267-raw-data-495080335.txt	18	E-MEXP-267	3	DNA
348	E-MEXP-267-raw-data-495080351.txt	18	E-MEXP-267	3	DNA
349	E-MEXP-267-raw-data-495080367.txt	18	E-MEXP-267	3	DNA
350	ANAEROBIC_CH	19	Blattner_2005_Genome_Res	2	aerobic__anaerobic
351	HEATSHOCK_CH	19	Blattner_2005_Genome_Res	9	heat_cold_stress
352	STATIONARYPHASE_CH	19	Blattner_2005_Genome_Res	14	growth
102	crp	2	Gossett_2005_J_of_Bact	1	carbon_source
103	crp__G	2	Gossett_2005_J_of_Bact	1	carbon_source
110	crpcysB	2	Gossett_2005_J_of_Bact	1	carbon_source
111	crpcysB__G	2	Gossett_2005_J_of_Bact	1	carbon_source
106	crpfruR	2	Gossett_2005_J_of_Bact	1	carbon_source
107	crpfruR__G	2	Gossett_2005_J_of_Bact	1	carbon_source
114	crpfur	2	Gossett_2005_J_of_Bact	1	carbon_source
115	crpfur__G	2	Gossett_2005_J_of_Bact	1	carbon_source
108	cysB	2	Gossett_2005_J_of_Bact	1	carbon_source
109	cysB__G	2	Gossett_2005_J_of_Bact	1	carbon_source
104	fruR	2	Gossett_2005_J_of_Bact	1	carbon_source
105	fruR__G	2	Gossett_2005_J_of_Bact	1	carbon_source
112	fur	2	Gossett_2005_J_of_Bact	1	carbon_source
113	fur__G	2	Gossett_2005_J_of_Bact	1	carbon_source
100	wt	2	Gossett_2005_J_of_Bact	1	carbon_source
101	wt__G	2	Gossett_2005_J_of_Bact	1	carbon_source
353	GSM1367	20	GSE33	3	DNA
354	GSM1368	20	GSE33	3	DNA
355	GSM1369	20	GSE33	3	DNA
356	GSM1370	20	GSE33	3	DNA
357	GSM1371	20	GSE33	3	DNA
358	GSM1372	20	GSE33	3	DNA
359	GSM1373	20	GSE33	3	DNA
360	GSM1374	20	GSE33	3	DNA
361	GSM1375	20	GSE33	3	DNA
362	GSM1376	20	GSE33	3	DNA
363	GSM1377	20	GSE33	3	DNA
364	GSM1378	20	GSE33	3	DNA
365	GSM1379	20	GSE33	3	DNA
366	GSM1380	20	GSE33	3	DNA
367	GSM1381	20	GSE33	3	DNA
368	GSM1382	20	GSE33	3	DNA
369	GSM23459	21	GSE1421	1	carbon_source
370	GSM23465	21	GSE1421	1	carbon_source
371	GSM23467	21	GSE1421	1	carbon_source
372	GSM30815	22	GSE1780	11	Cu
373	GSM30816	22	GSE1780	11	Cu
374	GSM30817	22	GSE1780	11	Cu
375	GSM30818	22	GSE1780	11	Cu
376	GSM30819	22	GSE1780	11	Cu
377	GSM30820	22	GSE1780	11	Cu
378	GSM30821	22	GSE1780	11	Cu
379	GSM30822	22	GSE1780	11	Cu
380	GSM30823	22	GSE1780	11	Cu
381	GSM35417	23	GSE1981	1	carbon_source
382	GSM35418	23	GSE1981	1	carbon_source
383	GSM35419	23	GSE1981	1	carbon_source
384	GSM37885	24	GSE2095	10	antibiotic__toxic_agent
385	GSM37886	24	GSE2095	10	antibiotic__toxic_agent
386	GSM37887	24	GSE2095	10	antibiotic__toxic_agent
387	GSM37888	24	GSE2095	10	antibiotic__toxic_agent
388	GSM73118	25	GSE3250	7	diauxic_shift
389	GSM73119	25	GSE3250	7	diauxic_shift
390	GSM73120	25	GSE3250	7	diauxic_shift
391	GSM73121	25	GSE3250	7	diauxic_shift
392	GSM73122	25	GSE3250	7	diauxic_shift
393	GSM73123	25	GSE3250	7	diauxic_shift
394	GSM73124	25	GSE3250	7	diauxic_shift
395	GSM73125	25	GSE3250	7	diauxic_shift
396	GSM73126	25	GSE3250	7	diauxic_shift
397	GSM73127	25	GSE3250	7	diauxic_shift
398	GSM73128	25	GSE3250	7	diauxic_shift
399	GSM73129	25	GSE3250	7	diauxic_shift
400	GSM73130	25	GSE3250	7	diauxic_shift
401	GSM73131	25	GSE3250	7	diauxic_shift
402	GSM73132	25	GSE3250	7	diauxic_shift
403	GSM73133	25	GSE3250	7	diauxic_shift
404	GSM73134	25	GSE3250	7	diauxic_shift
405	GSM73135	25	GSE3250	7	diauxic_shift
406	GSM73136	25	GSE3250	7	diauxic_shift
407	GSM73137	25	GSE3250	7	diauxic_shift
408	GSM73138	25	GSE3250	7	diauxic_shift
409	GSM73139	25	GSE3250	7	diauxic_shift
410	GSM73140	25	GSE3250	7	diauxic_shift
411	GSM73141	25	GSE3250	7	diauxic_shift
412	GSM73142	25	GSE3250	7	diauxic_shift
413	GSM73143	25	GSE3250	7	diauxic_shift
414	GSM73144	25	GSE3250	7	diauxic_shift
415	GSM73145	25	GSE3250	7	diauxic_shift
416	GSM73146	25	GSE3250	7	diauxic_shift
417	GSM73147	25	GSE3250	7	diauxic_shift
418	GSM73148	25	GSE3250	7	diauxic_shift
419	GSM73149	25	GSE3250	7	diauxic_shift
420	GSM73150	25	GSE3250	7	diauxic_shift
421	GSM73151	25	GSE3250	7	diauxic_shift
422	GSM73152	25	GSE3250	7	diauxic_shift
423	GSM73153	25	GSE3250	7	diauxic_shift
424	GSM73154	25	GSE3250	7	diauxic_shift
425	GSM73155	25	GSE3250	7	diauxic_shift
426	GSM73156	25	GSE3250	7	diauxic_shift
427	GSM73157	25	GSE3250	7	diauxic_shift
428	GSM73158	25	GSE3250	7	diauxic_shift
429	GSM73159	25	GSE3250	7	diauxic_shift
430	GSM73160	25	GSE3250	7	diauxic_shift
431	GSM73252	25	GSE3250	7	diauxic_shift
432	GSM73253	25	GSE3250	7	diauxic_shift
433	GSM73254	25	GSE3250	7	diauxic_shift
434	GSM73255	25	GSE3250	7	diauxic_shift
435	GSM73256	25	GSE3250	7	diauxic_shift
436	GSM73257	25	GSE3250	7	diauxic_shift
437	GSM73258	25	GSE3250	7	diauxic_shift
438	GSM73259	25	GSE3250	7	diauxic_shift
439	GSM73260	25	GSE3250	7	diauxic_shift
440	GSM73261	25	GSE3250	7	diauxic_shift
441	GSM73262	25	GSE3250	7	diauxic_shift
442	GSM73263	25	GSE3250	7	diauxic_shift
443	GSM73264	25	GSE3250	7	diauxic_shift
444	GSM73265	25	GSE3250	7	diauxic_shift
445	GSM73266	25	GSE3250	7	diauxic_shift
446	GSM73267	25	GSE3250	7	diauxic_shift
447	GSM73268	25	GSE3250	7	diauxic_shift
448	GSM73269	25	GSE3250	7	diauxic_shift
449	GSM73270	25	GSE3250	7	diauxic_shift
450	GSM73271	25	GSE3250	7	diauxic_shift
451	GSM73272	25	GSE3250	7	diauxic_shift
452	GSM73273	25	GSE3250	7	diauxic_shift
453	GSM73274	25	GSE3250	7	diauxic_shift
454	GSM73275	25	GSE3250	7	diauxic_shift
455	GSM73276	25	GSE3250	7	diauxic_shift
456	GSM73277	25	GSE3250	7	diauxic_shift
457	GSM73278	25	GSE3250	7	diauxic_shift
458	GSM73279	25	GSE3250	7	diauxic_shift
459	GSM73280	25	GSE3250	7	diauxic_shift
460	GSM73281	25	GSE3250	7	diauxic_shift
461	GSM73282	25	GSE3250	7	diauxic_shift
462	GSM73283	25	GSE3250	7	diauxic_shift
463	GSM73284	25	GSE3250	7	diauxic_shift
464	GSM73285	25	GSE3250	7	diauxic_shift
465	GSM73286	25	GSE3250	7	diauxic_shift
466	GSM73288	25	GSE3250	7	diauxic_shift
467	GSM73289	25	GSE3250	7	diauxic_shift
468	GSM73290	25	GSE3250	7	diauxic_shift
469	GSM77341	26	GSE3437	13	sigma_factor
470	GSM77342	26	GSE3437	13	sigma_factor
471	GSM77343	26	GSE3437	13	sigma_factor
472	GSM77344	26	GSE3437	13	sigma_factor
473	GSM77345	26	GSE3437	13	sigma_factor
474	GSM77346	26	GSE3437	13	sigma_factor
475	GSM77347	26	GSE3437	13	sigma_factor
476	GSM77348	26	GSE3437	13	sigma_factor
477	GSM77349	26	GSE3437	13	sigma_factor
478	GSM77350	26	GSE3437	13	sigma_factor
479	GSM77351	26	GSE3437	13	sigma_factor
480	GSM77352	26	GSE3437	13	sigma_factor
481	GSM77353	26	GSE3437	13	sigma_factor
482	GSM77354	26	GSE3437	13	sigma_factor
483	GSM77355	26	GSE3437	13	sigma_factor
484	GSM77356	26	GSE3437	13	sigma_factor
485	GSM77357	26	GSE3437	13	sigma_factor
486	GSM77358	26	GSE3437	13	sigma_factor
487	GSM77359	26	GSE3437	13	sigma_factor
488	GSM77360	26	GSE3437	13	sigma_factor
489	GSM77361	26	GSE3437	13	sigma_factor
490	GSM82542	27	GSE3591	2	aerobic__anaerobic
491	GSM82543	27	GSE3591	2	aerobic__anaerobic
492	GSM82544	27	GSE3591	2	aerobic__anaerobic
493	GSM82545	27	GSE3591	2	aerobic__anaerobic
494	GSM82546	27	GSE3591	2	aerobic__anaerobic
495	GSM82547	27	GSE3591	2	aerobic__anaerobic
496	GSM82548	27	GSE3591	2	aerobic__anaerobic
497	GSM82549	27	GSE3591	2	aerobic__anaerobic
498	GSM82550	27	GSE3591	2	aerobic__anaerobic
499	GSM82551	27	GSE3591	2	aerobic__anaerobic
500	GSM82552	27	GSE3591	2	aerobic__anaerobic
501	GSM82553	27	GSE3591	2	aerobic__anaerobic
502	GSM82598	27	GSE3591	2	aerobic__anaerobic
503	GSM82600	27	GSE3591	2	aerobic__anaerobic
504	GSM82603	27	GSE3591	2	aerobic__anaerobic
505	GSM82604	27	GSE3591	2	aerobic__anaerobic
506	GSM82605	27	GSE3591	2	aerobic__anaerobic
507	GSM82606	27	GSE3591	2	aerobic__anaerobic
508	GSM82608	27	GSE3591	2	aerobic__anaerobic
509	GSM82610	27	GSE3591	2	aerobic__anaerobic
510	GSM82613	27	GSE3591	2	aerobic__anaerobic
511	GSM82616	27	GSE3591	2	aerobic__anaerobic
512	GSM82620	27	GSE3591	2	aerobic__anaerobic
513	GSM82621	27	GSE3591	2	aerobic__anaerobic
514	GSM83053	27	GSE3591	2	aerobic__anaerobic
515	GSM83054	27	GSE3591	2	aerobic__anaerobic
516	GSM83055	27	GSE3591	2	aerobic__anaerobic
517	GSM83056	27	GSE3591	2	aerobic__anaerobic
518	GSM83057	27	GSE3591	2	aerobic__anaerobic
519	GSM83058	27	GSE3591	2	aerobic__anaerobic
520	GSM83059	27	GSE3591	2	aerobic__anaerobic
521	GSM83060	27	GSE3591	2	aerobic__anaerobic
522	GSM83061	27	GSE3591	2	aerobic__anaerobic
523	GSM83062	27	GSE3591	2	aerobic__anaerobic
524	GSM83063	27	GSE3591	2	aerobic__anaerobic
525	GSM83064	27	GSE3591	2	aerobic__anaerobic
526	GSM83065	27	GSE3591	2	aerobic__anaerobic
527	GSM83066	27	GSE3591	2	aerobic__anaerobic
528	GSM83067	27	GSE3591	2	aerobic__anaerobic
529	GSM83068	27	GSE3591	2	aerobic__anaerobic
530	GSM83069	27	GSE3591	2	aerobic__anaerobic
531	GSM83070	27	GSE3591	2	aerobic__anaerobic
532	GSM83071	27	GSE3591	2	aerobic__anaerobic
533	GSM83072	27	GSE3591	2	aerobic__anaerobic
534	GSM83073	27	GSE3591	2	aerobic__anaerobic
535	GSM83074	27	GSE3591	2	aerobic__anaerobic
536	GSM83075	27	GSE3591	2	aerobic__anaerobic
537	GSM83076	27	GSE3591	2	aerobic__anaerobic
538	GSM83077	27	GSE3591	2	aerobic__anaerobic
539	GSM83078	27	GSE3591	2	aerobic__anaerobic
540	GSM83079	27	GSE3591	2	aerobic__anaerobic
541	GSM83080	27	GSE3591	2	aerobic__anaerobic
542	GSM83081	27	GSE3591	2	aerobic__anaerobic
