tf	target	weight
b1922	b1891	0.771468988051078
b3684	b3576	0.771410313474754
b2706	b2702	0.771387781154526
b1922	b1947	0.771193761750616
b3261	b4375	0.771158410663041
b1922	b1080	0.77096841692303
b1739	b4126	0.77096786206883
b1922	b1077	0.770946347957513
b3555	b2602	0.770738643223492
b3190	b3065	0.77072065830234
b1922	b1943	0.770714968647168
b2479	b2415	0.77057565830234
b0889	b1261	0.77054065830234
b1922	b1939	0.770453761750616
b1922	b1945	0.770399451405788
b2624	b2361	0.769920485888547
b1922	b1942	0.769698072095444
b3783	b3650	0.769677727267857
b3261	b3294	0.769254100318214
b3520	b4636	0.76918341692303
b2852	b2854	0.769157517241243
b3190	b0637	0.769070141060961
b2869	b2535	0.769041520371306
b4000	b2697	0.768898410663041
b2127	b1927	0.768814278991995
b1739	b0643	0.768687210026478
b3190	b3833	0.768649968647168
b3190	b3836	0.768566919085561
b0272	b1666	0.768458072095444
b2248	b2062	0.768034796233375
b1305	b1307	0.767960652447689
b4293	b1252	0.767241003129926
b3190	b2066	0.767191175543719
b2741	b2665	0.767175023276218
b2479	b0166	0.766911401844182
b2248	b2358	0.766789106578202
b4357	b4118	0.766423934164409
b1130	b1583	0.766355110450509
b3261	b3871	0.766335652042352
b1922	b1904	0.766268244509237
b2684	b2595	0.76619565830234
b3783	b3388	0.765816692785099
b3261	b2498	0.765795533515228
b3555	b4248	0.765778041484992
b3261	b3256	0.765404671446262
b1658	b1686	0.765316347957512
b3555	b4568	0.764888589336823
b1739	b0786	0.764857727267857
b1658	b0522	0.764699796233375
b1564	b1563	0.764643470809699
b3555	b4263	0.76448565830234
b3422	b4083	0.764484451405788
b3555	b4336	0.764196692785099
b4292	b4293	0.763965830716133
b4293	b0597	0.763762210026478
b2409	b3953	0.763668589336823
b3190	b2953	0.763321692785099
b1739	b2672	0.762617869071199
b3190	b2039	0.762463072095444
b3190	b0632	0.762339106578202
b4292	b0805	0.762272037612685
b3520	b3323	0.762267263913147
b3190	b0171	0.762107382440271
b2697	b3186	0.762058731140164
b3261	b3311	0.762058238249248
b2707	b2708	0.761935367361423
b3512	b3510	0.761874451405788
b4000	b2007	0.761865
b0623	b3672	0.761851692785099
b3190	b2350	0.761576520371306
b3512	b0978	0.761493589336823
b2437	b2770	0.761491003129926
b2015	b4199	0.761483761750616
b1071	b1883	0.761461347957512
b3190	b3251	0.76141341692303
b3190	b3261	0.76125341692303
b4043	b4618	0.761105479628559
b2697	b1175	0.761058934164409
b2741	b2672	0.760552728010238
b3190	b2792	0.76053841692303
b2017	b1564	0.760386003129926
b1130	b1129	0.760307727267857
b0435	b0968	0.760269272732007
b0399	b0400	0.76025743632694
b3190	b2038	0.760129765622923
b0889	b0565	0.760114505292458
b0889	b0754	0.759858298395906
b4000	b4571	0.759750344827586
b2706	b3115	0.759719160464871
b1739	b2665	0.759696716061316
b0162	b2789	0.75965841692303
b3418	b1817	0.759656003129926
b3357	b3736	0.759655824456145
b3512	b1000	0.759573244509237
b4292	b0588	0.75950841692303
b2869	b2800	0.759497037612685
b3906	b3331	0.759479106578202
b3261	b0238	0.759469154204883
b3190	b4375	0.759213416923029
b0889	b0927	0.759198072095443
b2856	b2849	0.759111655172278
b3190	b2330	0.759093298395906
b1739	b0871	0.759091865198892
b3555	b3548	0.759091709058947
b1739	b2809	0.758643731140164
b3190	b0434	0.758616057016595
b4116	b2729	0.758591520371306
b3512	b4187	0.758478761750616
b3422	b3693	0.758323072095443
b2409	b2930	0.758223244509237
b4498	b2095	0.758187382440271
b3783	b3387	0.758175313474754
b3261	b1876	0.75816668652511
b2127	b2129	0.758061692785099
b1334	b1335	0.758023755490628
b0313	b0311	0.757742727267857
b3190	b0738	0.75771289968165
b4264	b4265	0.757607554854064
b3190	b0184	0.757533470809699
b4000	b3736	0.757398157334945
b3783	b3780	0.757353643223492
b3905	b3902	0.757196865198892
b1922	b1941	0.757177382440271
b2381	b2380	0.757167263913147
b1214	b1213	0.757108244509237
b4000	b2480	0.757103065835455
b2980	b1422	0.757078736994815
b1969	b1968	0.757048551724002
b3190	b0143	0.75702289968165
b4182	b4105	0.757013125982113
b4292	b0589	0.756941310344692
b1922	b1948	0.756893761750616
b3897	b3900	0.756663643223492
b3190	b3385	0.756586520371305
b3711	b3989	0.756524278991995
b1071	b1888	0.756123934164409
b3357	b3495	0.756027893421662
b3261	b2508	0.755931169283731
b3261	b0469	0.755764759362934
b1071	b1421	0.75545565830234
b1739	b3100	0.755428416923029
b1071	b1925	0.75536289968165
b3118	b1498	0.75514019494763
b3190	b2828	0.754818589336823
b2980	b3846	0.754650367361423
b2852	b2850	0.75449510344814
b1799	b2341	0.754441003129926
b4000	b1324	0.754227548594076
b0375	b0254	0.754115965517105
b3190	b3187	0.754004106578202
b1922	b1938	0.753970141060961
b3202	b2494	0.753871175543719
b3906	b3905	0.753769160464871
b0113	b0114	0.753569796233375
b3783	b2828	0.753463988051078
b4116	b4071	0.753423928309758
b1922	b1940	0.753391003129926
b3520	b3723	0.753271347957512
b3261	b0967	0.752997173156038
b1922	b1079	0.752947899681651
b3118	b2219	0.752853934164409
b3190	b1133	0.752809968647168
b2127	b3530	0.752780712189009
b2697	b3149	0.752644968647167
b2697	b0741	0.752589968647168
b3422	b2489	0.752499278991995
b1922	b1081	0.752486865198892
b3684	b3683	0.75241789968165
b3357	b4314	0.752383410663041
b3897	b3901	0.752071692785099
b3190	b1092	0.752006347957512
b3190	b2300	0.751886865198892
b1071	b1887	0.751625830716133
b4293	b2674	0.751464796233374
b3357	b3737	0.751368755490627
b0900	b0551	0.751214796233375
b3684	b3679	0.751102554854064
b1071	b1882	0.751011347957512
b3261	b1722	0.750982548594076
b1040	b0075	0.750944623819581
b0162	b3126	0.750791520371305
b2479	b3850	0.750704106578202
b3906	b2645	0.75061841692303
b1922	b1044	0.750402037612685
b3190	b3260	0.750369962792517
b1071	b3525	0.750221175543719
b3190	b4226	0.750039623819581
b4293	b0594	0.750010485888547
b0435	b0581	0.749980172413793
b3783	b3786	0.749698238654586
b3190	b2299	0.749643416923029
b3783	b2569	0.749578072095443
b1988	b1009	0.749457727267857
b0034	b1587	0.749454850120044
b2697	b0184	0.749454106578202
b2707	b2706	0.749429332878664
b2624	b1348	0.749227554854064
b1922	b1925	0.749117696657405
b3684	b3801	0.749115485888547
b4293	b1018	0.748961144933267
b2869	b2584	0.748948470809699
b2697	b1093	0.748867554854064
b3422	b4082	0.748832037612685
b1969	b1916	0.748724160464871
b3190	b2962	0.74866289968165
b3555	b1732	0.748585313474754
b3684	b3647	0.748072554854064
b0889	b3766	0.748008761750616
b0889	b1603	0.747862091499354
b1306	b1305	0.747813125982112
b2127	b1897	0.747713125982113
b2531	b3414	0.747555313474754
b3912	b1105	0.747539451405788
b1422	b1777	0.747513643223492
b2399	b1902	0.747367037612685
b1922	b1879	0.747218244509236
b2369	b2605	0.747209160464871
b3118	b3128	0.747048589336823
b0162	b3127	0.746996003129926
b2163	b2165	0.746791574257975
b3481	b3480	0.746616520371306
b4299	b4267	0.746591919085561
b2409	b4508	0.746590830716133
b2409	b2049	0.746407727267857
b3190	b0884	0.746325830716133
b3512	b3514	0.746058934164409
b3190	b3632	0.745926514516655
b2697	b0028	0.745917382440271
b3555	b3003	0.74589786206883
b3190	b2171	0.745847382440271
b2684	b3860	0.745806574257975
b2017	b2670	0.745734623819582
b3555	b0803	0.745664068965381
b3512	b1258	0.745651191817568
b3555	b1428	0.74544510344814
b4293	b0592	0.745417869071199
b1339	b1341	0.745396342102862
b1922	b1880	0.745202382440271
b3261	b4147	0.745143119722124
b3520	b3562	0.745023761750616
b0435	b4602	0.744900172413793
b2697	b0742	0.744474160464871
b2697	b3231	0.744422172413657
b3190	b3972	0.744207037612685
b4113	b4112	0.744205367361423
b1739	b1480	0.744114420795337
b2127	b1478	0.744103120127462
b2537	b1190	0.744034278991995
b2125	b2126	0.744020110450509
b3023	b4092	0.743731347957512
b3422	b2455	0.743388761750616
b2684	b2498	0.743385275861933
b4398	b4394	0.743361865198892
b2697	b0422	0.743307554854064
b4292	b3070	0.743288072095444
b1563	b2295	0.743209796233374
b2697	b0642	0.743131520371306
b2479	b2007	0.743130830716133
b4043	b2616	0.743116034482759
b4292	b0593	0.742878558726371
b4293	b0468	0.742859623819581
b1563	b3130	0.742834278991995
b3119	b3563	0.742802172413657
b3555	b0871	0.742736003129926
b3556	b1557	0.742564326618676
b1334	b1332	0.742435314217135
b4293	b4451	0.742433934164409
b1658	b3714	0.742421347957512
b3783	b3255	0.742374278991995
b4000	b0850	0.742177548594076
b1739	b2464	0.742119938036716
b3516	b3515	0.742115367361423
b4000	b2029	0.741983674576324
b2624	b2774	0.74194341692303
b3261	b1286	0.741879789973386
b1530	b1531	0.741840461132746
b2697	b2478	0.741824278991995
b0435	b4581	0.741771567997986
b2869	b2875	0.741684106578202
b4000	b2294	0.741512640093566
b0768	b0644	0.741332210026478
b3261	b2185	0.741220134800972
b3190	b4201	0.741210485888547
b4390	b4235	0.741103934164409
b2697	b0462	0.740857382440271
b3842	b3470	0.740776520371305
b3702	b2892	0.740752554854064
b3556	b2378	0.740742893421662
b3190	b2748	0.740647608740733
b1922	b4110	0.740638244509236
b4498	b2093	0.740513934164409
b2741	b2266	0.740407264655528
b4293	b2675	0.74030065830234
b1563	b2377	0.740281692785099
b2697	b0407	0.740243041484992
b3357	b0727	0.740034191817704
b2697	b1120	0.739913761750616
b2684	b2682	0.739815485888547
b2479	b1104	0.739586859344241
b4293	b2673	0.739522554854064
b3261	b2400	0.739348755490628
b3190	b0174	0.739296865198892
b4000	b3150	0.73915720376649
b3512	b1004	0.739118761750616
b3119	b1115	0.73903286206883
b2248	b2740	0.738947210026478
b3702	b3741	0.738768244509237
b3190	b3742	0.738765485888547
b4118	b4188	0.738692210026478
b3190	b3649	0.738632263913147
b2697	b2280	0.738543589336823
b4118	b4357	0.738512874925849
b3702	b3648	0.738459796233374
b4116	b2726	0.738409445551138
b4396	b2016	0.738388416923029
b1922	b1949	0.738384505292458
b0435	b1586	0.738318275862069
b4118	b3001	0.738283551724002
b2479	b2216	0.738246662174647
b1922	b1083	0.738242721413207
b3357	b4243	0.737893552466383
b1608	b1826	0.737687351829819
b1526	b1789	0.73766668652511
b3516	b1723	0.737366520371305
b1739	b4568	0.737319505292458
b1739	b2465	0.737227696657406
b1739	b0186	0.737136003129926
b3190	b0675	0.737024623819581
b4498	b2096	0.736977554854064
b0435	b3291	0.73691720376649
b4102	b4104	0.736822696657405
b3889	b3483	0.736796865198892
b2624	b1350	0.736658761750616
b3422	b2715	0.736623761750616
b2697	b4571	0.736421662174647
b2479	b3810	0.736308761750616
b4293	b0586	0.73621289968165
b3190	b3177	0.736201347957512
b3119	b3765	0.736175448275726
b2684	b0853	0.736171003129926
b1339	b1336	0.736153755895965
b3906	b3026	0.735989962792517
b1922	b1924	0.735937351829819
b3261	b2507	0.735848583076835
b0788	b2347	0.735822554854064
b1739	b3097	0.735623934164409
b4260	b0437	0.735595485888547
b4260	b2744	0.735592727267857
b3190	b3560	0.735549796233374
b1891	b1892	0.735547066743553
b3906	b2918	0.735495275861933
b3912	b3805	0.735313589336823
b3357	b4558	0.735294962387179
b2706	b2704	0.735209332878664
b0840	b0841	0.734843988051078
b0889	b0908	0.73483289968165
b3889	b4482	0.734831574257975
b2805	b0380	0.734774413792968
b2369	b2604	0.734735830716133
b1214	b1719	0.734649968647168
b3555	b3565	0.734388605610671
b0435	b2135	0.734178793103448
b3190	b3984	0.734133761750616
b2127	b2112	0.733971520371306
b0487	b0485	0.733844677706251
b0413	b2909	0.733817210026478
b2852	b2851	0.733722689655037
b3711	b3675	0.733682382440271
b3555	b2666	0.733329968647168
b3422	b2987	0.733194451405788
b0076	b0107	0.73317289968165
b1739	b0419	0.733045141060961
b3520	b3861	0.733018589336823
b3190	b1203	0.733013815637285
b2017	b4599	0.732945282864302
b3963	b3964	0.732845972519474
b4102	b4106	0.732843903553957
b0375	b0563	0.732795275861933
b2531	b2527	0.732696520371306
b3261	b1207	0.732656341697524
b2839	b2384	0.732555485888547
b3906	b0824	0.732379278991995
b2684	b3177	0.732319106578202
b3842	b3606	0.732301865198892
b3261	b3714	0.732252602480745
b3512	b3491	0.732230830716133
b4182	b2070	0.732209796233374
b3190	NA	0.732114278991995
b0330	b0335	0.732096489760854
b3515	b3516	0.732070342605622
b3261	b3181	0.732047893421662
b3261	b1124	0.732042370325632
b0272	b0532	0.732026692785099
b0413	b1208	0.73202565830234
b3555	b3530	0.732025417665275
b2409	b2356	0.731988934164409
b1531	b1532	0.731972953568319
b1987	b3941	0.731852179416026
b0435	b3494	0.731649759362934
b3906	b4210	0.731645313474754
b0889	b1143	0.731613125982113
b4293	b0596	0.731561347957512
b3674	b3531	0.731526999999864
b3555	b2661	0.731487037612685
b2697	b0177	0.731367263913147
b2127	b1784	0.731365884602802
b0435	b2833	0.731168410663042
b2669	b1238	0.731148815637285
b1739	b3362	0.731144248381543
b2980	b1612	0.730870448275726
b4000	b1651	0.730798755490628
b0162	b2788	0.730748298395906
b1384	b1415	0.730666999999864
b1739	b1276	0.730585485888547
b3022	b1563	0.730557517241244
b2479	b2564	0.730455022533837
b2624	b2775	0.730325972519475
b2369	b2782	0.730204505292457
b2697	b3255	0.730114938036716
b3190	NA	0.730004106578202
b2127	b1646	0.729987204171827
b3422	b2486	0.729849623819581
b3515	b3513	0.72951183458844
b2624	b3143	0.729494106578202
b2537	b1384	0.729408790881484
b0435	b4214	0.729398724880176
b3515	b3514	0.729326175543719
b3418	b4036	0.729232721413207
b3897	b3422	0.729006401844182
b2248	b2246	0.728998470809699
b3783	b1211	0.728839332878664
b1071	b1083	0.728819106578202
b4299	b4266	0.728623072095444
b1499	b1500	0.728600590079068
b3422	b2710	0.728563761750616
b1987	b2425	0.728166662174647
b3190	b0739	0.728133244509237
b3418	b4035	0.728127210026478
b1040	b1262	0.728090830716133
b3023	b3100	0.728065110450509
b3190	b2619	0.727916347957512
b1071	b1881	0.727719451405788
b3261	b3190	0.727563267380117
b2127	b2465	0.727551574257975
b1531	b3238	0.727536865198892
b2248	b3882	0.727365830716133
b3897	b3080	0.727359332878664
b3190	b2042	0.72733795356832
b3906	b3138	0.727303379310209
b2869	b1976	0.727079623819581
b3783	b3289	0.727055022533837
b4292	b0595	0.726973041484992
b3684	b3577	0.726784451405788
b3555	b1283	0.726778298395906
b0435	b3453	0.726704655172414
b3190	b3196	0.726534796233374
b0272	b1562	0.726501347957512
b0889	b2421	0.72649907596775
b2531	b0156	0.726445539775216
b3190	b2186	0.726346865198892
b2697	b0740	0.726170712189009
b1071	b4355	0.725953589336823
b3520	b4145	0.725862608740733
b0889	b1249	0.725837608740733
b1214	b1869	0.725606692785099
b0435	b3049	0.725602025498046
b3906	b3711	0.725592530098263
b1071	b1886	0.725401692785099
b3674	b2201	0.725386520371305
b2684	b2032	0.725305830716133
b3674	b0269	0.725241347957512
b3118	b3113	0.725194451405788
b2127	b1783	0.725163815637285
b0889	b1180	0.72515841692303
b0889	b4144	0.72513341692303
b3702	b4170	0.725126865198892
b3684	b4185	0.725090313474754
b0504	b0507	0.725018213898785
b3067	b3463	0.72499841692303
b1823	b1677	0.724922210026478
b0440	b4226	0.724664962387179
b0889	b1179	0.724635141060961
b4000	b0407	0.724604789973386
b0571	b0573	0.724122233302695
b3190	b2576	0.724121692785099
b3783	b3871	0.724116342102862
b2856	b1499	0.724067743541706
b2163	b2383	0.724062727267857
b2697	b0027	0.724025141060961
b4205	b3558	0.724020793103312
b3783	b4557	0.724001347957513
b2570	b2571	0.723949991923385
b3674	b2429	0.723855448275726
b2697	b0178	0.72368341692303
b3190	b3175	0.723667608740733
b3418	b1818	0.723390485888547
b3190	b3977	0.723323934164409
b3555	b1896	0.723166057016595
b3190	b1782	0.72311065830234
b4292	b0590	0.722881865198892
b4000	b0411	0.722837774894538
b0113	b1109	0.722644332878664
b0683	b2617	0.722635282864302
